"Dataset_ID","Site_Name","Latitude","Longitude","Elevation","Continent","Megabiome"
24089,"Komořanské jezero",50.54278,13.53705,231,"Europe",3
24091,"Sommersüss",46.76006,11.68051,870,"Europe",4
24097,"Vracov",48.97805,17.20026,192,"Europe",3
24100,"Královec",49.13194,18.02778,599,"Europe",3
24102,"Horní Lomná",49.52056,18.63083,615,"Europe",3
24106,"Lake Maliq",40.76667,20.78333,818,"Europe",3
24108,"Velký Děd",50.08486,17.21766,1380,"Europe",3
24110,"Mabo Moss",58.02114,16.05602,117,"Europe",3
24112,"Na bahně",50.19893,15.96136,237,"Europe",3
24116,"Vlčí rokle",50.60412,16.12716,583,"Europe",3
24118,"Kugelstattmoos",48.95367,12.85801,870,"Europe",3
24143,"Úpské rašeliniště",50.73661,15.70843,1425,"Europe",3
24145,"Úpské rašeliniště",50.73661,15.70843,1425,"Europe",3
24149,"Úpské rašeliniště",50.73661,15.70843,1425,"Europe",3
24155,"Lake Tsuolbmajavri",68.68811,22.05346,526,"Europe",4
24159,"Yeniçaga Gölü",40.78002,32.02629,987,"Europe",3
24161,"Abant Gölü",40.6,31.28333,1327,"Europe",3
24164,"Úpské rašeliniště",50.73661,15.70843,1425,"Europe",3
24166,"Pinarbasi",37.46667,30.05,970,"Europe",6
24181,"Labský důl",50.7624,15.55231,1199,"Europe",3
24183,"Etang de la Gruère",47.24056,7.05,1005,"Europe",3
24186,"Süftenenegg",46.73444,7.398889,1555,"Europe",3
24188,"Hopschensee",46.2525,8.023056,2026,"Europe",4
24190,"Hopschensee",46.2525,8.023056,2026,"Europe",4
24193,"Mittlere Hellelen",46.28306,7.844167,1538,"Europe",3
24195,"Mittlere Hellelen",46.28306,7.844167,1538,"Europe",3
24197,"Dar Fatma",36.81825,8.77474,780,"Africa",3
24207,"Djebel El Ghorra",36.5975,8.394722,1203,"Africa",3
24216,"Majen El Orbi",37.14924,9.099085,200,"Africa",3
24218,"Majen El Orbi",37.15294,9.0984,148,"Africa",3
24221,"Pančavská louka",50.76549,15.5408,1336,"Europe",3
24227,"Hrabanovská černava",50.21609,14.83143,184,"Europe",3
24229,"Mělnický úval - Přívory",50.29944,14.57833,176,"Europe",3
24236,"Chrást",50.25933,14.57363,164,"Europe",3
24238,"Stará Boleslav",50.19864,14.67036,167,"Europe",3
24243,"Břve",50.06644,14.23883,362,"Europe",3
24250,"Kožlí",49.37639,14.02583,460,"Europe",3
24256,"Borkovická blata",49.23475,14.62598,415,"Europe",3
24259,"Creux de Croue",46.49687,6.12357,1370,"Europe",3
24277,"Weiherlohe",49.72972,12.3875,685,"Europe",3
24279,"Kulzer Moos",49.392,12.4515,481,"Europe",3
24281,"Kulzer Moos",49.392,12.4515,481,"Europe",3
24284,"Murifeld Bern",46.9365,7.473,554,"Europe",3
24286,"Murifeld Bern",46.9365,7.473,554,"Europe",3
24294,"Kakitu Mountain",38.05,96.46667,4620,"Asia",8
24298,"Chutti Boltigen",46.63333,7.3925,952,"Europe",3
24300,"Greicheralp Riederalp",46.37972,8.030278,1934,"Europe",3
24302,"Aletschwald",46.38972,8.025556,2017,"Europe",4
24305,"Aletschwald",46.38972,8.025556,2017,"Europe",4
24312,"Eggen ob Blatten",46.37194,7.990556,1654,"Europe",8
24317,"Grächen See",46.19556,7.845,1725,"Europe",4
24319,"Grächen See",46.19556,7.845,1725,"Europe",4
24321,"Bitsch-Naters",46.33999,7.989136,1089,"Europe",3
24323,"Majen Ben H'mida",37.13333,9.083333,330,"Africa",3
24325,"Elatia-Rhodopes",41.47972,24.32583,1520,"Europe",3
24327,"Lailias",41.27384,23.58353,1420,"Europe",3
24330,"Les Humelles",47.39,-0.54639,20,"Europe",3
24339,"Mount Paiko",41.05167,22.27472,1080,"Europe",3
24341,"Mount Voras",41.01972,21.91222,1640,"Europe",3
24343,"Flambouro-Pieria mountains",40.25944,22.17083,1645,"Europe",3
24348,"Lake Racou",42.55417,2.008333,2000,"Europe",3
24354,"North Flat Lake",53.61148,-106.495,522,"Western North America",4
24356,"Lake Orestiás",40.55194,21.32222,630,"Europe",3
24358,"Litochoro",40.13889,22.54611,25,"Europe",2
24360,"Pertouli",39.52417,21.4775,1440,"Europe",3
24363,"Marais de Fos",43.43667,4.936667,0,"Europe",3
24373,"Lake Xinias",39.0585,22.24997,500,"Europe",3
24376,"Lake Lerna",37.57781,22.72815,0,"Europe",3
24386,"Asi Gonia",35.24888,24.27821,780,"Europe",3
24388,"Asi Gonia",35.24888,24.27821,780,"Europe",3
24390,"Lake Voulkaria",38.86667,20.83333,0,"Europe",3
24410,"Bonnecombe",44.56667,3.125,1340,"Europe",3
24412,"La Chaumette",44.74722,3.085,1215,"Europe",3
24414,"Brameloup",44.74444,3.081111,1196,"Europe",3
24441,"Les Laubies",44.46667,3.65,1380,"Europe",3
24454,"Font Salesse",43.60167,2.978889,1060,"Europe",3
24456,"Baïssescure",43.55,2.8,1000,"Europe",3
24461,"Tourbière des Narses Mortes",44.43333,3.6,1400,"Europe",3
24463,"Lastioulles",45.38611,2.636111,854,"Europe",3
24465,"Le Jolan",45.13944,2.859167,1120,"Europe",3
24467,"Silly-la-Poterie",49.18333,3.133333,105,"Europe",3
24469,"Fréchencourt",49.95,2.433333,50,"Europe",3
24477,"saint-Malo-de-Guersac",47.33972,-2.16556,1,"Europe",3
24479,"Ile d'Errand",47.3725,-2.15917,3,"Europe",3
24481,"La Guérivière",46.96361,-0.91917,125,"Europe",3
24488,"Lac de Brennilis",48.35361,-3.88722,222,"Europe",3
24491,"Montjean-sur-Loire",47.3925,-0.85389,12,"Europe",3
24493,"Tanneurs",47.21389,-1.55722,13,"Europe",3
24495,"Ilot Sully",47.2225,-1.55139,12,"Europe",3
24497,"Couëdic",47.21389,-1.55722,10,"Europe",3
24499,"Trois-Oeufs",47.36806,-0.74,14,"Europe",3
24507,"Challerie",47.85861,1.699722,100,"Europe",3
24509,"Les Tannières",46.50556,1.362222,190,"Europe",3
24513,"Tourbière de Landemarais",48.44167,-1.18167,145,"Europe",3
24516,"Saint-Michel-en-Brenne",46.80944,1.163889,83,"Europe",3
24518,"Grand Mez",46.74611,1.4425,123,"Europe",3
24520,"Cherine",46.79222,1.1775,95,"Europe",3
24522,"Blizon",46.74056,1.228889,92,"Europe",3
24524,"Malingue",48.43889,-0.575,107,"Europe",3
24526,"Lavaré",48.43333,-0.91667,205,"Europe",3
24528,"La Verderie",48.35,-0.42778,265,"Europe",3
24530,"La Verderie",48.35,-0.42778,265,"Europe",3
24532,"La Verderie",48.35,-0.42778,265,"Europe",3
24534,"Tourbière de Parcay-sur-Vienne",47.09222,0.480556,39,"Europe",3
24539,"Corniche de Pail",48.41667,-0.21111,374,"Europe",3
24542,"Parcay-sur-Vienne",47.10583,0.48,37,"Europe",3
24547,"Pezou",47.87083,1.150833,87,"Europe",3
24551,"Cinq-Mars-la-Pile",47.33778,0.451111,38,"Europe",3
24553,"Caves d'Amont",47.32667,0.475278,42,"Europe",3
24555,"Lann Vihan",47.34694,-2.86444,5,"Europe",3
24559,"Port-La-Croix",47.33528,-2.87417,1,"Europe",3
24563,"Charcenay",47.40472,0.642222,55,"Europe",3
24570,"Riabelais",47.4025,0.648333,46,"Europe",3
24572,"La Grande Brousse",47.48667,0.674167,66,"Europe",3
24574,"La Grande Brousse",47.48667,0.674167,66,"Europe",3
24576,"La Grande Brousse",47.48667,0.674167,66,"Europe",3
24578,"Bois-Jésus",47.41333,0.638056,53,"Europe",3
24590,"Petit Marais",47.21722,-2.10222,1,"Europe",3
24593,"Moulin de Thévalles",47.96944,-0.41639,58,"Europe",3
24595,"Les Noës",47.95167,-0.42028,50,"Europe",3
24600,"Marais de Kerdual",47.58667,-3.05167,3,"Europe",3
24611,"La Prairie du Cassoir",47.25667,0.1475,28,"Europe",3
24616,"Pied-Lizet en Longèves",46.25,-0.96667,4,"Europe",3
24618,"La Bergerie en Charron",46.30111,-1.04389,3,"Europe",3
24620,"La Grange",46.08972,-0.77528,16,"Europe",3
24622,"La Grange",46.08972,-0.77528,16,"Europe",3
24624,"La Grange",46.08972,-0.77528,16,"Europe",3
24626,"Castle Suscinio",47.5125,-2.72722,2,"Europe",3
24631,"Kerminihy beach",47.63278,-3.20083,1,"Europe",3
24633,"Arzon",47.53889,-2.89083,2,"Europe",3
24635,"Vertonne",46.54972,-1.76472,3,"Europe",3
24637,"Sauveterre",46.54333,-1.80833,1,"Europe",3
24639,"Jaunay",46.66278,-1.89222,1,"Europe",3
24641,"Ecours",46.61222,-1.84278,4,"Europe",3
24645,"Ancenis",47.3825,-1.165,5,"Europe",3
24665,"Trinity River bayhead",29.76624,-94.7082,0,"Eastern North America",6
24669,"Marais des Bourbes",46.55,-1.81667,4,"Europe",3
24671,"Petit Rocher",46.66306,-1.91556,1,"Europe",3
24673,"La boire Torse",47.38667,-1.07,8,"Europe",3
24753,"Les Naudières",47.5375,0.702222,101,"Europe",3
24837,"Marais de Maurepas",48.10222,2.582778,78,"Europe",3
24840,"Le Gesvres",47.27222,-1.59583,7,"Europe",3
24842,"Carquefou",47.30917,-1.47694,11,"Europe",3
24844,"Carquefou",47.30917,-1.47694,11,"Europe",3
24846,"Carquefou",47.30917,-1.47694,11,"Europe",3
24848,"Changeon",47.27611,0.131944,28,"Europe",3
24850,"Changeon",47.27611,0.131944,28,"Europe",3
24852,"Marais de Méron",47.38056,-1.12333,6,"Europe",3
24854,"Rezé",47.1925,-1.56694,4,"Europe",3
24857,"Cordemais",47.28083,-1.87611,5,"Europe",3
24859,"Oudon",47.35556,-1.29361,17,"Europe",3
24861,"Marais de Champtocé",47.41361,-0.86056,19,"Europe",3
24863,"Marais de Munet",47.22167,-0.09583,28,"Europe",3
24865,"Marais de Lisle",47.42972,-1.49444,5,"Europe",3
24867,"Marais de la Poupinière",47.40278,-1.50278,4,"Europe",3
24869,"Marais de Mazerolles",47.35806,-1.47861,4,"Europe",3
24871,"Tourbière de Nay",47.31056,-1.53417,5,"Europe",3
24900,"Port des Lamberts",46.96083,4.010556,710,"Europe",3
24902,"Marais du Grang Chaumet",46.9375,1.891389,148,"Europe",3
24904,"Tourbière de Chavannes",46.85222,2.376111,164,"Europe",3
24906,"Molesme",47.95722,4.373056,183,"Europe",3
24927,"Paleochenal de Neublans",46.91611,5.337778,184,"Europe",3
24929,"Tourbière du Mou de Pleure",46.91389,5.450556,214,"Europe",3
24931,"Les Nans",46.78972,5.974444,635,"Europe",3
24933,"Grozon",46.89056,5.700278,260,"Europe",3
24937,"Lac de Clairvaux",46.565,5.749167,525,"Europe",3
24939,"Tourbière de Narbief",47.08028,6.6975,885,"Europe",3
24941,"Tourbière de Censeau",46.81389,6.055278,840,"Europe",3
24944,"Lac de Malpas",46.83389,6.293889,936,"Europe",3
24950,"Lac Cerin",45.77722,5.561944,781,"Europe",3
24952,"Le Miroir",46.53944,5.326667,198,"Europe",3
24954,"Mars",45.30528,1.836111,430,"Europe",3
24956,"Tourbières des Granges des Chavants",45.89306,6.768333,1225,"Europe",4
24959,"La Borie",45.24056,2.750278,1170,"Europe",3
24964,"Watten",50.83361,2.213333,2,"Europe",3
24966,"Watten",50.83361,2.213333,2,"Europe",3
24993,"Fangeas",44.71611,6.449444,2000,"Europe",3
24996,"Lac des Boites",45.06,5.88,1560,"Europe",3
25003,"Tourbière de Mur de Sologne",47.41167,1.608889,115,"Europe",3
25007,"Chantemerle",45.91667,0.016667,69,"Europe",3
25013,"Reviers",49.30111,-0.46667,14,"Europe",3
25018,"Cairon",49.23889,-0.44972,38,"Europe",3
25027,"Bellengreville",49.11667,-0.215,20,"Europe",3
25078,"Anse de la Mare",49.62528,-1.23083,0,"Europe",3
25083,"Anse de Gattemare",49.69278,-1.29806,1,"Europe",3
25110,"Marais de Marchesieux",49.17333,-1.3,5,"Europe",3
25127,"Etang paysan",49.69611,-1.86722,41,"Europe",3
25131,"Anse Saint-Martin",49.70389,-1.87861,5,"Europe",3
25133,"Vauville",49.63611,-1.84889,10,"Europe",3
25157,"Baie de Seine estuary",49.41667,-0.03333,0,"Europe",3
25163,"Lac du Bouchet",44.91,3.79,1200,"Europe",3
25213,"Peyre peat-bog",44.96028,2.718889,1100,"Europe",3
25217,"Font Carluze",45.54083,2.344444,860,"Europe",3
25221,"Tourbière de la Ribière Nègre",45.69639,2.337222,780,"Europe",3
25230,"Tourbière de Chabannes",45.64917,2.310556,800,"Europe",3
25232,"Tourbière de Roussy",45.07611,2.5175,1030,"Europe",3
25234,"Tourbière de Longeyroux",45.60194,2.1025,800,"Europe",3
25273,"Lac du Lauzon",44.7,5.81,1980,"Europe",4
25275,"Saint Hilaire du Rosier",45.07083,5.256667,190,"Europe",3
25283,"La Grande Basse",48.04833,6.951389,945,"Europe",3
25285,"Hières sur Amby",45.79,5.29,227,"Europe",3
25287,"Coulvain",49.06667,-0.71667,145,"Europe",3
25289,"Col Luitel",45.09,5.85,1250,"Europe",3
25308,"Sources de l'Yonne",46.95639,4.01,740,"Europe",3
25318,"Nataloup",47.2275,4.035278,515,"Europe",3
25320,"Le Grand Montarnu",47.01194,4.05,771,"Europe",3
25340,"Waccamaw River, Turkey Creek Oligohaline Marsh",33.35003,-79.3447,0,"Eastern North America",2
25344,"Champ Gazon",47.20333,4.048611,585,"Europe",3
25349,"Waccamaw River, Turkey Creek, Heavily Salt Impacted Swamp",33.34001,-79.3417,0,"Eastern North America",2
25368,"Waccamaw River, Butler Island, Moderately Salt Impacted",33.42282,-79.208,0,"Eastern North America",2
25370,"Le Verny des Brûlons",47.31778,4.122778,565,"Europe",3
25372,"Le Vernay",47.26194,4.079167,595,"Europe",3
25382,"Quart du Bois",46.8925,4.034167,420,"Europe",3
25384,"Montbé",47.21472,4.106944,562,"Europe",3
25386,"Etang Bouquin",47.27361,4.018611,540,"Europe",3
25400,"Lake of Annecy",45.85667,6.172222,447,"Europe",3
25402,"Fontaine Henry",49.2775,-0.45333,20,"Europe",3
25404,"Anneray",49.15944,-0.05944,5,"Europe",3
25406,"Troarn Saint-Samson",49.18361,-0.16806,2,"Europe",3
25408,"Troarn Saint-Samson",49.18361,-0.16806,2,"Europe",3
25410,"Petiville",49.23333,-0.16667,2,"Europe",3
25414,"Chef-du-Pont",49.38194,-1.36056,2,"Europe",3
25427,"Lingreville",48.92972,-1.54306,5,"Europe",3
25435,"Anse Saint-Martin",49.70389,-1.87861,5,"Europe",3
25455,"Tourbière du Peschio",44.45,3.6,1370,"Europe",3
25466,"Tourbière des Narses Mortes",44.43333,3.6,1400,"Europe",3
25468,"Tourbière de la Lande",43.56667,2.966667,1040,"Europe",3
25470,"Tourbière de Gatimort",43.57528,2.785556,970,"Europe",3
25472,"Tourbière de Mont Sec",45.06889,5.806667,1130,"Europe",3
25477,"Lac de Praver",45.07,5.85,1170,"Europe",3
25481,"Lac des Boites",45.05611,5.885278,1560,"Europe",3
25511,"Lake Vera",-42.2737,145.8804,571,"Indopacific",3
25551,"Beef Pasture",37.47311,-108.16,3060,"Western North America",3
25763,"Moor Alpenrose",47.02399,11.80367,1880,"Europe",4
25765,"Buntes Moor",46.99602,11.14069,2285,"Europe",8
25767,"Franz Senn-Hütte",47.08333,11.16667,2164,"Europe",4
25769,"Waxeckalm",47.02333,11.80185,1875,"Europe",4
25776,"Wasenmoos",47.30543,12.41723,1205,"Europe",4
25786,"Cobweb Swamp (Sawgrass Core)",17.94154,-88.3619,8,"Eastern North America",1
25835,"MD95-2043",36.14333,-2.62111,-1841,"Europe",3
25837,"Gerlos",47.24306,12.13889,1590,"Europe",4
25839,"Krotenweiher",47.07675,11.40924,1310,"Europe",4
25843,"Pillermoos Untergurgl",46.90139,11.04444,1780,"Europe",4
25845,"Rotmoos Obergurgl",46.84756,11.01477,2260,"Europe",4
26315,"Florence Lake",48.4586,-123.513,81,"Western North America",3
26319,"Dortmunder Hütte",47.21091,11.00155,1915,"Europe",4
26321,"Atemlöchermoos",46.9375,11.01528,1790,"Europe",4
26425,"Lutzenberg",47.46285,12.35937,815,"Europe",4
26429,"Miesberg",47.64907,12.27363,670,"Europe",3
26431,"Fuschlsee",47.8042,13.27474,663,"Europe",3
26433,"Gradenmoos",46.96549,12.80864,1920,"Europe",8
26435,"Egelsee",47.61312,12.17047,549,"Europe",3
26437,"Katzenloch",47.34167,11.125,1220,"Europe",4
26439,"Mieminger See",47.29167,10.97639,800,"Europe",4
26442,"Kirchbichl",47.51,12.09,512,"Europe",3
26446,"Tauernmoos",47.16688,12.65191,2100,"Europe",4
26448,"Schwarzsee Reschenscheideck",46.87,10.47833,1725,"Europe",4
26499,"Schönwies",46.84674,11.01668,2600,"Europe",4
26501,"Lanser Moor",47.24028,11.42083,840,"Europe",4
26505,"Lindenmoos",47.50881,12.04266,640,"Europe",3
26507,"Zotensenk",47.42246,11.87577,560,"Europe",3
26510,"Schwemm",47.65848,12.30101,664,"Europe",3
26512,"Schwemm",47.65848,12.30101,664,"Europe",3
26514,"Schwemm",47.65848,12.30101,664,"Europe",3
26516,"Schwemm",47.65848,12.30101,664,"Europe",3
26518,"Schwemm",47.65848,12.30101,664,"Europe",3
26520,"Lac  Superieur de Fully",46.17667,7.093611,2135,"Europe",4
26563,"Cape Shpindler",69.71667,62.8,20,"Asia",8
26565,"Lyadhej-To lake",68.24656,65.79111,150,"Asia",4
26572,"Great Swamp (Highbush Blueberry)",40.7075,-74.4645,90,"Eastern North America",3
26608,"Lago Grande di Monticchio",40.93124,15.60519,656,"Europe",3
29236,"Praz Rodet",46.56667,6.173611,1040,"Europe",3
30184,"Kanas Lake",48.802645,87.07225,1365,"Asia",4
32260,"Etang de Luissel Bex",46.23378,7.01911,522,"Europe",3
32262,"San Jorge",-4.06333,-73.195,99,"South America",1
32426,"Paddy's Lake",-41.4513,145.9616,1065,"Indopacific",2
34553,"Dove Lake",-41.6606,145.9611,934,"Indopacific",2
39364,"Logylet",56.29419,14.98368,61,"Europe",3
39749,"Big Moose Lake",43.82946,-74.8489,556,"Eastern North America",3
40111,"White Pond",34.16759,-80.7762,90,"Eastern North America",2
40168,"Stotzel-Leis Site",40.21667,-84.6894,309,"Eastern North America",3
40317,"Lac du Mont d'Orge Sion",46.23376,7.33926,640,"Europe",4
40321,"Lac du Mont d'Orge Sion",46.23376,7.33926,640,"Europe",4
40439,"Creux de Croue",46.49687,6.12357,1370,"Europe",3
40441,"Mont Roux",46.46832,6.1616,1240,"Europe",3
40443,"Mont Roux",46.46832,6.1616,1240,"Europe",3
40448,"Motta Naluns",46.81088,10.26429,2215,"Europe",4
40450,"Le Loclat",47.01867,6.99669,432,"Europe",3
40452,"Etang de la Gruère",47.24056,7.05,1005,"Europe",3
40454,"Montilier",46.94,7.12,438,"Europe",3
40484,"Etang de la Gruère",47.24056,7.05,1005,"Europe",3
40486,"Montilier",46.935,7.123611,438,"Europe",3
40490,"Dos le Cras",47.28833,7.131944,920,"Europe",3
40519,"Jane's Cove",41.37585,-70.5686,7,"Eastern North America",3
40566,"Nussbaumer Seen",47.61335,8.83094,444,"Europe",3
40569,"Bibersee",47.20675,8.46541,429,"Europe",3
40572,"Rotsee",47.07556,8.325556,419,"Europe",3
40574,"Rotsee",47.07556,8.325556,419,"Europe",3
40577,"Alpi di Robièi Val Bavona",46.445,8.518333,1936,"Europe",8
40579,"Alpi di Robièi Val Bavona",46.445,8.518333,1936,"Europe",4
40582,"Aletschwald",46.38972,8.025556,2017,"Europe",4
40584,"Alp Lüsga Belalp 2",46.38393,7.97933,2310,"Europe",8
40627,"Aegelsee",46.65,7.54,989,"Europe",4
40634,"Wallbach Lenk",46.42833,7.403056,1885,"Europe",4
40642,"Etang d'y Cor Montana",46.31167,7.479167,1506,"Europe",3
40666,"Cedar Tree Neck Bog",41.43051,-70.6957,15,"Eastern North America",3
40791,"Benson Pond",42.37778,-73.0948,499,"Eastern North America",3
40793,"Berry Pond",42.62006,-71.0868,39,"Eastern North America",3
40795,"Black Pond",41.32786,-70.7927,11,"Eastern North America",3
40797,"Blaney's Pond",41.472,-70.7657,5,"Eastern North America",3
40799,"Blood Pond",42.08019,-71.9611,212,"Eastern North America",3
40803,"Deep-Falmouth Pond",41.56404,-70.6357,18,"Eastern North America",3
40844,"Deep-Taunton Pond",41.88215,-71.012,4,"Eastern North America",3
40861,"Green Pond",42.56705,-72.5108,80,"Eastern North America",3
40875,"Guilder Pond",42.10864,-73.4372,624,"Eastern North America",3
40914,"Knob Hill Pond",44.36035,-72.373,378,"Eastern North America",3
40940,"Bambili 1",5.93487,10.24383,2273,"Africa",1
40949,"Feuenried",47.74371,8.90281,407,"Europe",3
40951,"Steerenmoos",47.80567,8.20015,1000,"Europe",3
40955,"Burgaschisee",47.16969,7.66823,465,"Europe",3
40958,"Durchenbergried",47.775,8.9788,432,"Europe",3
40963,"Moossee",47.02139,7.483806,521,"Europe",3
40976,"Grant's Bog",49.7887,-125.127,80,"Western North America",4
40990,"Lake Kotokel",52.78333,108.1333,458,"Asia",4
40992,"Little Willey Pond",43.2917,-71.1781,253,"Eastern North America",3
40997,"Lake Baikal",53.95472,108.9136,465,"Asia",4
40999,"Litzelsee",47.76786,8.92963,413,"Europe",3
41018,"Uncle Seth's Pond",41.43305,-70.6646,15,"Eastern North America",3
41025,"Ware Pond",42.48245,-70.8823,3,"Eastern North America",3
41027,"West Side Pond",41.8545,-73.2566,392,"Eastern North America",3
41030,"Glenmire",37.99026,-122.79,167,"Western North America",3
41034,"Henrys Fork (upper exposure)",40.80042,-110.361,3550,"Western North America",4
41098,"Lake Billyakh",65.2891,126.7699,340,"Asia",4
41102,"Vinderhoute-Kale",51.07917,3.622778,4,"Europe",3
41121,"Estación Científica San Francisco Cerro de Consuelo",-4.00244,-79.0596,3155,"South America",1
41138,"Lake Billyakh",65.2891,126.7699,340,"Asia",4
41140,"Gem Lake",40.881,-106.734,3101,"Western North America",4
41146,"Summit Lake",40.54546,-106.682,3149,"Western North America",4
41159,"Seven Lakes",40.89614,-106.682,3276,"Western North America",4
41161,"Gold Creek Lake",40.78184,-106.679,2917,"Western North America",4
41163,"Hidden Lake",40.50467,-106.608,2704,"Western North America",4
41171,"Hinman Lake",40.77162,-106.828,2501,"Western North America",4
41177,"The Bog [Roos]",53.73333,-0.06667,5,"Europe",3
41181,"Diogo",15.26667,-16.8,8,"Africa",6
41183,"Goat Lake",60.25849,-149.908,550,"Western North America",4
41185,"Garaat El-Ouez",36.81833,8.333333,45,"Africa",3
41187,"Gors Fawr Bog",51.93167,-4.71833,190,"Europe",3
41189,"Gallanech Beg",56.38444,-5.50139,70,"Europe",4
41191,"Lake Guiers",16.23568,-15.8629,0,"Africa",5
41197,"Bourdim",36.80333,8.253889,13,"Africa",3
41199,"Oumm el-Khaled",35.08333,7.6,970,"Africa",7
41201,"Exebridge",51.01722,-3.51722,133,"Europe",3
41203,"Esgryn Bottom",51.87611,-4.94194,71,"Europe",3
41205,"Burmarrad ria",35.935,14.41444,16,"Europe",3
41207,"Bazel-Sluis",51.13583,4.323056,0,"Europe",3
41210,"Bazel-Sluis",51.13583,4.323056,0,"Europe",3
41212,"Aveley marshes",51.49222,0.2225,0,"Europe",3
41214,"Aveley marshes",51.49222,0.2225,0,"Europe",3
41216,"The Dowels Walland marsh",51.04361,0.828056,0,"Europe",3
41218,"Doel",51.32083,4.245278,-1,"Europe",3
41220,"Hornchurch marshes",51.52028,0.176944,1,"Europe",3
41222,"Cranes Moor",50.82778,-1.72583,45,"Europe",3
41224,"Cut Hill",50.6275,-3.98194,599,"Europe",3
41226,"Cut Hill",50.6275,-3.98194,599,"Europe",3
41228,"Comerslade",51.12028,-3.80472,446,"Europe",3
41230,"Caburn",50.85722,0.050556,6,"Europe",3
41233,"Bigholm Burn",55.12028,-3.0725,160,"Europe",3
41235,"Novo-Uspenka",56.61667,84.16667,150,"Asia",3
41237,"Nizhnevartovsk",62,76.66667,56,"Asia",4
41243,"Tilbury Fort",51.45583,0.376111,2,"Europe",3
41245,"Lake Bayanchagan",41.63285,115.2254,1355,"Asia",6
41247,"Lake Tianchi",25.87085,99.27974,2550,"Asia",3
41252,"Dyanushka K7P2",65.03944,125.0369,123,"Asia",4
41264,"Nikolay Lake",73.33333,124.2,35,"Asia",8
41269,"Small Momela Lake",-3.22745,36.89604,1440,"Africa",5
41273,"Tigalmamine",32.91,-5.34,1626,"Africa",3
41276,"Woolwich Trade Park",51.49167,0.085556,3,"Europe",3
41278,"Royal Albert Dock",51.50778,0.045,5,"Europe",3
41280,"Beckton",51.51944,0.058889,4,"Europe",3
41283,"Albitrunca Cliff",-23.6635,15.26802,460,"Africa",7
41285,"Albitrunca Cliff",-23.6635,15.26802,460,"Africa",7
41298,"Lake Albert WHOI core 3PC",1.52,30.575,619,"Africa",5
41305,"Winneys Down",50.62278,-3.94271,517,"Europe",3
41308,"Windmill Rough",50.97472,-3.63306,263,"Europe",3
41310,"Stonetor Brook",50.65556,-3.91,401,"Europe",3
41314,"Harubes",-23.665,15.33466,480,"Africa",6
41320,"North Twitchen Springs",51.11722,-3.82611,366,"Europe",3
41323,"Moles Chamber",51.13944,-3.83278,421,"Europe",3
41326,"Middle North Coombe",50.93389,-3.43333,122,"Europe",3
41329,"Long Breach",51.06583,-3.6875,345,"Europe",3
41333,"Lobbs Bog",50.97056,-3.62361,243,"Europe",3
41335,"Hares Down",50.97806,-3.64389,255,"Europe",3
41337,"Hangingstone Hill",50.65472,-3.95694,598,"Europe",3
41339,"Gourte Mires",51.05444,-3.67833,291,"Europe",3
41345,"The Mere Stow Bedon",52.52944,0.873889,37,"Europe",3
41351,"Saham  Mere",52.58139,0.806389,38,"Europe",3
41366,"Silberhohl",51.90856,10.18141,180,"Europe",3
41380,"Little Cheyne Court Walland marsh",50.96278,0.83,3,"Europe",3
41382,"Hope farm Walland marsh",51.01778,0.835556,2,"Europe",3
41384,"Horsemarsh Sewer",51.05194,0.826667,0,"Europe",3
41389,"Balladrum",46.15919,8.74872,390,"Europe",3
41397,"Barbarina Tumsa",73.56667,123.35,10,"Asia",8
41399,"Lüderholz",51.67405,10.31514,228,"Europe",3
41401,"Balladrum",46.15919,8.74872,390,"Europe",3
41411,"Le Loch Sunart",56.66667,-5.86667,0,"Europe",4
41417,"Llyn Gwernan",52.72556,-3.92139,165,"Europe",3
41419,"Endinger Bruch",54.24831,12.89234,19,"Europe",3
41421,"Pannel Bridge",50.90583,0.675278,3,"Europe",3
41426,"Lac de Bretaye",46.32603,7.07212,1780,"Europe",3
41435,"Nachtigall",51.80851,9.40223,95,"Europe",3
41448,"Lauenensee",46.39684,7.33143,1381,"Europe",4
41453,"Felchowsee",53.05513,14.13067,35,"Europe",3
41456,"Felchowsee",53.05513,14.13067,35,"Europe",3
41460,"Lago di Origlio",46.05152,8.94329,416,"Europe",3
41467,"Lago di Origlio",46.05152,8.94329,416,"Europe",3
41469,"Burgaschisee",47.16969,7.66823,465,"Europe",3
41476,"Broad Down",50.6125,-3.96222,513,"Europe",3
41479,"Creich Castle",56.38333,-3.08333,400,"Europe",3
41485,"Lough Mullaghlahan",54.77534,-8.46824,40,"Europe",3
41489,"Emines",46.32917,7.27588,2288,"Europe",3
41491,"Beliya Kanton",41.73441,24.13967,1547,"Europe",3
41497,"Old Crow Flats (Core CB)",68.10826,-140.857,292,"Western North America",4
41499,"Old Crow Flats (Core KE)",67.93275,-140.826,335,"Western North America",4
41502,"Lough Nabraddan",55.02284,-8.3492,20,"Europe",3
41525,"Almenara de Adaja",41.19194,-4.66806,784,"Europe",3
41527,"Monte Areo mire",43.52889,-5.76889,200,"Europe",3
41537,"Lake Elsinore",33.66066,-117.353,376,"Western North America",5
41543,"Gorgo Basso",37.6,12.65,6,"Europe",3
41562,"Bajondillo",36.61972,-4.49639,20,"Europe",3
